==================================================================================================================
   ID      SALE PRICE      LOT AREA     STREET     OVERALL      OVERALL      KITCHEN      YEAR      NEIGHBORHOOD
  230        192500         3182         Pave         7            5           Gd         2005         Blmngtn     
  949        192500         14006        Pave         7            5           Gd         2002         CollgCr     
  924        193000         8012         Pave         6            5           Gd         1993         SawyerW     
  1367       193000         9179         Pave         7            5           Gd         1999         CollgCr     
  1402       193000         7415         Pave         6            5           TA         2004         Gilbert     
  668        193500         8125         Pave         6            5           Gd         1994         SawyerW     
  1403       193879         6762         Pave         7            5           Gd         2006         CollgCr     
  1022       194000         7406         Pave         7            5           Gd         2006         CollgCr     
  1075       194000         8556         Pave         7            5           Gd         2006         CollgCr     
  1165       194000         16157        Pave         5            7           Gd         1978         Veenker     
  598        194201         3922         Pave         7            5           Gd         2006         Blmngtn     
  238        194500         9453         Pave         7            7           Gd         1993         SawyerW     
  728        194500         7314         Pave         7            5           Gd         2007         CollgCr     
  795        194500         10832        Pave         7            5           Gd         1994         Gilbert     
  690        194700         7577         Pave         6            5           Gd         2005         NridgHt     
  989        195000         12046        Pave         6            6           Gd         1976         NWAmes      
  1189       195000         8935         Pave         7            5           Gd         2002         CollgCr     
  1238       195000         12393        Pave         7            5           Gd         2004         CollgCr     
  429        195400         6762         Pave         7            5           Gd         2007         CollgCr     
  700        196000         4282         Pave         7            5           Gd         2004         Somerst     
  1043       196000         5381         Pave         6            5           Gd         2005         NridgHt     
  1139       196000         9819         Pave         6            5           Gd         1977         Mitchel     
  767        196500         10421        Pave         7            5           TA         1988         NWAmes      
  990        197000         8125         Pave         7            5           Gd         2006         Somerst     
  1032       197000         15863        Pave         7            3           TA         1920         SWISU       
  1090       197000         3316         Pave         8            5           Gd         2005         Somerst     
  1440       197000         11584        Pave         7            6           TA         1979         NWAmes      
  950        197500         9360         Pave         6            7           Gd         1972         NWAmes      
  1142       197500         10304        Pave         5            7           Gd         1976         NWAmes      
  661        197900         12384        Pave         7            7           TA         1976         NWAmes      
  1202       197900         10400        Pave         7            5           Gd         1998         CollgCr     
  1278       197900         17871        Pave         6            5           TA         1967         NWAmes      
  363        198500         7301         Pave         7            5           Gd         2003         Edwards     
  104        198900         10402        Pave         7            5           Gd         2009         CollgCr     
  448        199900         11214        Pave         7            5           Gd         1998         Gilbert     
  978        199900         4274         Pave         7            5           Gd         2006         Somerst     
  184        200000         11426        Pave         7            5           Gd         2003         OldTown     
  222        200000         8068         Pave         6            5           Gd         2002         Gilbert     
  636        200000         10896        Pave         6            7           Fa         1914         SWISU       
  801        200000         12798        Pave         6            5           Gd         1997         ClearCr     
  1208       200000         9135         Pave         6            5           Gd         2003         CollgCr     
  1339       200000         13450        Pave         7            5           Gd         2002         CollgCr     
  1351       200000         11643        Pave         5            5           TA         1969         NAmes       
  182        200100         7588         Pave         7            6           TA         1920         Crawfor     
  1052       200141         11175        Pave         7            5           Gd         2007         CollgCr     
  872        200500         8750         Pave         6            5           Gd         1998         CollgCr     
  1174       200500         18030        Pave         5            6           Ex         1946         ClearCr     
  530        200624         32668        Pave         6            3           TA         1957         Crawfor     
  277        201000         9196         Pave         7            5           Gd         2003         Mitchel     
  921        201000         8462         Pave         6            5           Gd         1994         SawyerW     
  931        201000         8925         Pave         8            5           Gd         2007         Timber      
  1155       201800         13700        Pave         7            6           Gd         1965         NAmes       
  339        202500         14145        Pave         7            7           Gd         1984         NWAmes      
  1307       202500         6955         Pave         7            5           Gd         2005         NridgHt     
  512        202665         6792         Pave         7            5           Gd         2005         NridgHt     
  341        202900         14191        Pave         8            5           Gd         2002         Timber      
  1017       203000         11883        Pave         7            5           Gd         1996         CollgCr     
  1312       203000         8814         Pave         7            5           Gd         2005         CollgCr     
  144        204000         10335        Pave         7            5           Gd         1999         CollgCr     
  453        204000         9303         Pave         6            5           TA         1996         Timber      
  221        204900         8990         Pave         7            5           Gd         2006         CollgCr     
  101        205000         10603        Pave         6            7           Gd         1977         NWAmes      
  245        205000         8880         Pave         7            5           Gd         1994         SawyerW     
  276        205000         7264         Pave         7            7           Ex         1925         BrkSide     
  303        205000         13704        Pave         7            5           Gd         2001         CollgCr     
  606        205000         13600        Pave         7            6           TA         1965         NAmes       
  1112       205000         10480        Pave         7            6           TA         1976         NWAmes      
  651        205950         8125         Pave         7            6           Gd         2007         Somerst     
  1000       206000         6762         Pave         7            5           Gd         2006         CollgCr     
  421        206300         7060         Pave         7            5           TA         1997         Mitchel     
  1316       206900         11075        Pave         6            5           TA         1969         NAmes       
  334        207000         8198         Pave         7            5           Gd         2004         NridgHt     
  1415       207000         13053        Pave         6            7           Gd         1923         BrkSide     
  257        207500         8791         Pave         6            5           Gd         2003         Somerst     
  283        207500         5063         Pave         7            5           Gd         2007         NridgHt     
  686        207500         5062         Pave         7            5           Gd         1984         StoneBr     
  925        207500         10240        Pave         6            6           TA         1980         NWAmes      
  508        208300         7862         Pave         6            5           Gd         2009         Somerst     
  477        208900         13125        Pave         6            5           Gd         1997         CollgCr     
  1318       208900         4230         Pave         7            5           Gd         2006         Somerst     
  632        209500         4590         Pave         8            5           Gd         2006         NridgHt     
  217        210000         8450         Pave         7            5           Gd         2004         CollgCr     
  445        210000         8750         Pave         7            5           Gd         1994         CollgCr     
  454        210000         9000         Pave         8            5           Gd         2008         Somerst     
  547        210000         8737         Pave         6            7           TA         1923         BrkSide     
  1457       210000         13175        Pave         6            6           TA         1978         NWAmes      
  177        211000         10029        Pave         6            5           TA         1988         ClearCr     
  519        211000         9531         Pave         6            5           TA         1998         CollgCr     
  436        212000         10667        Pave         7            6           Gd         1996         CollgCr     
  471        212000         6820         Pave         8            5           Gd         1985         StoneBr     
  757        212000         10769        Pave         8            5           Gd         2007         CollgCr     
  1122       212900         10084        Pave         7            5           Gd         2005         CollgCr     
  705        213000         8400         Pave         7            5           Gd         2004         CollgCr     
  847        213000         9317         Pave         7            5           Gd         1993         SawyerW     
  1204       213000         9750         Pave         7            5           Gd         2000         CollgCr     
  543        213250         10140        Pave         7            5           Gd         1998         NWAmes      
  1020       213490         3013         Pave         7            5           Gd         2005         Blmngtn     
  383        213500         9245         Pave         7            5           Gd         2006         CollgCr     
  1061       213500         4920         Pave         8            5           Gd         2001         StoneBr     
  338        214000         9135         Pave         7            5           Gd         2002         CollgCr     
  568        214000         10171        Pave         7            5           Gd         2004         NridgHt     
  942        214000         8755         Pave         7            5           Gd         1999         Gilbert     
  1227       214000         14598        Pave         6            5           Gd         2007         Somerst     
  329        214500         11888        Pave         6            6           Gd         1916         BrkSide     
  965        214900         11316        Pave         7            5           Gd         2002         Timber      
  172        215000         31770        Pave         6            5           TA         1960         NAmes       
  392        215000         12209        Pave         6            5           Gd         2001         Mitchel     
  422        215000         16635        Pave         6            7           Gd         1977         NWAmes      
  507        215000         9554         Pave         8            5           Gd         1993         SawyerW     
  852        215000         3196         Pave         8            5           Gd         2003         Blmngtn     
  1129       215000         11796        Pave         7            5           Gd         2004         Gilbert     
  1349       215000         16196        Pave         7            5           Gd         1998         SawyerW     
  1410       215000         20544        Pave         7            6           TA         1986         NWAmes      
  763        215200         8640         Pave         7            5           Gd         2009         Somerst     
  1366       216000         7500         Pave         7            5           Gd         2000         Somerst     
  235        216500         7851         Pave         6            5           Gd         2002         Gilbert     
  769        216837         9100         Pave         7            5           Gd         2004         CollgCr     
  114        217000         21000        Pave         6            5           Gd         1953         Crawfor     
  753        217000         9236         Pave         6            5           Gd         1997         CollgCr     
  599        217500         12984        Pave         5            6           Gd         1977         Crawfor     
  1156       218000         10768        Pave         5            8           Gd         1976         Veenker     
  1197       219210         14054        Pave         7            5           Gd         2006         Gilbert     
  375        219500         8200         Pave         7            5           Gd         2003         CollgCr     
  1076       219500         13125        Pave         7            6           TA         1940         Crawfor     
  134        220000         6853         Pave         8            5           Gd         2001         Timber      
  163        220000         12182        Pave         7            5           Gd         2005         NridgHt     
  258        220000         8814         Pave         7            5           Gd         2006         CollgCr     
  603        220000         10041        Pave         8            5           Gd         1992         SawyerW     
  1060       220000         11275        Pave         6            7           TA         1932         Crawfor     
  605        221000         12803        Pave         7            5           Gd         2002         CollgCr     
  685        221000         16770        Pave         7            5           TA         1998         NoRidge     
  777        221500         11210        Pave         7            5           Gd         2005         CollgCr     
  413        222000         4403         Pave         7            5           Gd         2009         Somerst     
  727        222000         21695        Pave         6            9           Gd         1988         Crawfor     
  930        222000         13006        Pave         7            5           Gd         1997         Gilbert     
  148        222500         9505         Pave         7            5           Gd         2001         Gilbert     
  733        222500         11404        Pave         7            5           Gd         1998         CollgCr     
  1420       223000         16381        Pave         6            5           Gd         1969         Crawfor     
  808        223500         21384        Pave         5            6           Gd         1923         BrkSide     
  820        224000         6371         Pave         7            5           Gd         2009         NridgHt     
  1162       224000         14778        Pave         6            7           Gd         1954         Crawfor     
  573        224500         13159        Pave         7            5           Gd         2009         Timber      
  816        224900         12137        Pave         7            5           Gd         1998         CollgCr     
  1241       224900         8158         Pave         7            5           Gd         2003         CollgCr     
  307        225000         13474        Pave         7            5           Gd         1990         SawyerW     
  608        225000         7800         Pave         5            8           Ex         1948         Edwards     
  794        225000         9158         Pave         8            5           Gd         2007         Somerst     
  823        225000         12394        Pave         7            5           Gd         2003         Gilbert     
  1301       225000         10762        Pave         7            5           Gd         1999         Gilbert     
  131        226000         14200        Pave         7            6           Gd         1966         NAmes       
  642        226000         7050         Pave         7            5           Gd         2001         Somerst     
  502        226700         9803         Pave         7            5           Gd         2005         Somerst     
  1016       227000         8400         Pave         8            6           Gd         2001         NWAmes      
  1281       227000         9808         Pave         7            5           Gd         2002         CollgCr     
  1331       227000         10000        Pave         8            5           Gd         2006         Somerst     
  806        227680         12274        Pave         7            5           Ex         2008         Somerst     
  687        227875         10207        Pave         7            6           Gd         2007         Somerst     
  170        228000         16669        Pave         8            6           TA         1981         Timber      
  415        228000         11228        Pave         7            5           Gd         1993         SawyerW     
  281        228500         11287        Pave         7            6           Gd         1989         SawyerW     
  1343       228500         9375         Pave         8            5           Gd         2002         CollgCr     
  336        228950         164660       Grvl         5            6           TA         1965         Timber      
  546        229000         13837        Pave         7            5           Gd         1988         NWAmes      
  1218       229456         8640         Pave         8            5           Gd         2009         Somerst     
  139        230000         9066         Pave         8            5           Gd         1999         CollgCr     
  256        230000         8738         Pave         7            5           Gd         1999         Gilbert     
  1034       230000         8125         Pave         7            5           Gd         2002         CollgCr     
  1153       230000         14115        Pave         6            7           Ex         1956         Crawfor     
  1158       230000         5001         Pave         7            5           Gd         2007         NridgHt     
  1245       230000         11435        Pave         8            7           Gd         1929         Crawfor     
  1411       230000         12420        Pave         7            5           Gd         2001         CollgCr     
  666        230500         11194        Pave         8            5           Gd         2000         Gilbert     
  140        231500         15426        Pave         6            5           Gd         1997         CollgCr     
  259        231500         12435        Pave         7            5           Gd         2001         CollgCr     
  1003       232000         11957        Pave         8            5           Gd         2006         Somerst     
  1304       232000         8688         Pave         7            5           Gd         2005         Somerst     
  1370       232000         10635        Pave         8            5           Gd         2003         CollgCr     
  825        232600         11216        Pave         8            5           Gd         2006         Somerst     
  788        233000         10142        Pave         7            5           Gd         2004         SawyerW     
  1166       233170         9541         Pave         7            5           Gd         2009         NridgHt     
  291        233230         15611        Pave         8            5           Gd         2006         CollgCr     
  520        234000         10918        Pave         7            9           Gd         1926         Crawfor     
  560        234000         3196         Pave         7            5           Gd         2003         Blmngtn     
  154        235000         13500        Pave         6            7           TA         1960         ClearCr     
  198        235000         25419        Pave         8            4           Gd         1918         NAmes       
  252        235000         4750         Pave         8            5           Gd         2006         Crawfor     
  294        235000         16659        Pave         7            7           Gd         1977         NWAmes      
  1169       235000         13728        Pave         6            7           Gd         1935         Edwards     
  1355       235000         10316        Pave         7            5           Gd         2000         CollgCr     
  1391       235000         9100         Pave         7            5           Gd         2000         CollgCr     
  1159       235128         11932        Pave         8            5           Gd         2007         Somerst     
  747        236000         8795         Pave         7            5           Gd         2000         Gilbert     
  870        236000         9938         Pave         7            5           Gd         1993         SawyerW     
  731        236500         5389         Pave         8            5           Gd         1995         StoneBr     
  929        236500         11838        Pave         8            5           Ex         2001         CollgCr     
  833        237000         9548         Pave         7            6           Gd         2003         CollgCr     
  1279       237000         9473         Pave         8            5           Gd         2002         CollgCr     
  1382       237500         12925        Pave         6            7           TA         1970         NAmes       
  919        238000         13125        Pave         7            5           Gd         1991         SawyerW     
  173        239000         5306         Pave         7            7           Gd         1987         StoneBr     
  298        239000         7399         Pave         7            5           Gd         1997         Somerst     
  418        239000         22420        Pave         6            6           TA         1918         Crawfor     
  964        239000         11923        Pave         9            5           Ex         2007         CollgCr     
  1175       239000         16560        Pave         6            8           TA         1932         Crawfor     
  1376       239000         10991        Pave         8            5           Gd         2007         Timber      
  1134       239500         9828         Pave         8            5           Gd         1995         SawyerW     
  939        239799         8760         Pave         7            5           Gd         2006         CollgCr     
  738        239900         10463        Pave         8            5           Gd         2005         Gilbert     
  385        240000         53107        Pave         6            5           Gd         1992         ClearCr     
  622        240000         10800        Pave         6            7           TA         1974         NWAmes      
  849        240000         45600        Pave         6            8           TA         1908         ClearCr     
  904        240000         14859        Pave         7            5           Gd         2006         Gilbert     
  1009       240000         12118        Pave         7            5           Gd         2004         Mitchel     
  1448       240000         10000        Pave         8            5           Gd         1995         CollgCr     
  400        241000         8125         Pave         7            5           Gd         2006         Somerst     
  246        241500         10400        Pave         7            5           TA         1988         NWAmes      
  272        241500         39104        Pave         7            7           TA         1954         ClearCr     
  325        242000         11275        Pave         7            7           Gd         1967         NAmes       
  935        242000         27650        Pave         7            7           Gd         1960         NAmes       
  176        243000         12615        Pave         6            7           Gd         1950         Edwards     
  132        244000         12224        Pave         6            5           Gd         2000         Gilbert     
  1251       244000         11160        Pave         7            5           Ex         1968         NAmes       
  940        244400         24090        Pave         7            7           TA         1940         ClearCr     
  284        244600         9612         Pave         8            5           Gd         2008         Somerst     
  1167       245350         10475        Pave         8            5           Gd         2008         CollgCr     
  401        245500         14963        Pave         8            5           Ex         1996         Veenker     
  1395       246578         4045         Pave         7            5           Gd         2006         Blmngtn     
  542        248000         11000        Pave         8            5           Gd         2000         NoRidge     
  1058       248000         29959        Pave         7            6           Gd         1994         NoRidge     
  1242       248328         9849         Pave         7            6           Gd         2007         Somerst     
  867        248900         10656        Pave         8            5           Gd         2006         Timber      
  106        250000         9375         Pave         8            5           Gd         2003         Somerst     
  469        250000         11428        Pave         8            5           Gd         2006         NridgHt     
  860        250000         11029        Pave         6            7           Gd         1968         NWAmes      
  908        250000         11500        Pave         7            7           Gd         1936         Crawfor     
  1181       250000         11170        Pave         7            5           TA         1990         Timber      
  1375       250000         10625        Pave         7            5           Gd         2005         Somerst     
  1387       250000         16692        Pave         7            5           Gd         1978         NWAmes      
  865        250580         8640         Pave         7            5           Gd         2007         Somerst     
  475        251000         5330         Pave         8            5           Ex         2000         StoneBr     
  1088       252000         10574        Pave         8            5           Gd         2005         Somerst     
  213        252678         8640         Pave         7            5           Gd         2009         Somerst     
  938        253000         9675         Pave         7            5           Gd         2005         Somerst     
  582        253293         12704        Pave         8            5           Ex         2008         NridgHt     
  708        254000         6240         Pave         8            5           Gd         2006         NridgHt     
  159        254900         12552        Pave         7            5           Gd         2004         Somerst     
  907        255000         13501        Pave         8            5           Gd         2006         Somerst     
  1055       255000         11367        Pave         8            5           Gd         2002         CollgCr     
  553        255500         11146        Pave         8            5           Gd         2006         NridgHt     
  984        255900         11250        Pave         8            5           Gd         2002         CollgCr     
  458        256000         53227        Pave         4            6           Gd         1954         ClearCr     
  1329       256000         10440        Pave         6            7           TA         1920         OldTown     
  1414       257000         10994        Pave         8            5           Gd         2005         SawyerW     
  674        257500         14442        Pave         6            7           Gd         1957         Crawfor     
  404        258000         12090        Pave         8            5           Gd         1998         NoRidge     
  1128       259000         14572        Pave         7            5           Gd         2004         Gilbert     
  115        259500         7259         Pave         6            8           Gd         1945         Crawfor     
  142        260000         11645        Pave         7            5           Gd         2005         CollgCr     
  317        260000         13005        Pave         7            7           Ex         1980         NWAmes      
  319        260000         9900         Pave         7            5           Gd         1993         NoRidge     
  1271       260000         23595        Pave         7            6           Gd         1979         ClearCr     
  1362       260000         16158        Pave         7            5           Gd         2005         StoneBr     
  749        260400         10593        Pave         7            5           Gd         1996         NoRidge     
  613        261500         11885        Pave         8            5           Ex         2001         CollgCr     
  1188       262000         12461        Pave         8            5           Gd         1994         NoRidge     
  1044       262280         11839        Pave         7            5           Gd         1990         SawyerW     
  241        262500         9000         Pave         8            5           Gd         2008         Somerst     
  1347       262500         20781        Pave         7            7           TA         1968         NWAmes      
  550        263000         9375         Pave         7            5           Gd         2003         Somerst     
  461        263435         8004         Pave         8            5           TA         2009         Somerst     
  766        264132         14587        Pave         9            5           Ex         2008         Somerst     
  640        264561         3982         Pave         8            5           Ex         2006         Blmngtn     
  518        265000         10208        Pave         7            5           Gd         1996         NoRidge     
  1240       265900         9037         Pave         8            5           Ex         2006         Timber      
  748        265979         11700        Pave         7            7           Gd         1880         OldTown     
  271        266000         10728        Pave         8            5           Gd         2006         Somerst     
  344        266000         8849         Pave         9            5           Ex         2005         NridgHt     
  1458       266500         9042         Pave         7            9           Gd         1941         Crawfor     
  302        267000         16226        Pave         8            5           Gd         1998         CollgCr     
  565        268000         13346        Pave         7            5           Gd         1992         NoRidge     
  889        268000         15865        Pave         8            6           Gd         1970         NAmes       
  158        269500         12003        Pave         8            5           Ex         2009         Timber      
  793        269790         9920         Pave         7            5           TA         1996         NoRidge     
  318        270000         9000         Pave         8            5           Gd         2006         Somerst     
  765        270000         9549         Pave         8            5           Ex         1995         Veenker     
  948        270000         14536        Pave         8            5           Gd         2002         Timber      
  818        271000         13265        Pave         8            5           Gd         2002         Mitchel     
  1427       271000         10944        Pave         7            5           Gd         1994         NoRidge     
  1206       271900         14684        Pave         7            7           Gd         1990         SawyerW     
  540        272000         11423        Pave         8            5           Gd         2001         CollgCr     
  962        272000         12227        Pave         6            7           TA         1977         NWAmes      
  641        274000         12677        Pave         8            5           Ex         2003         NridgHt     
  1373       274300         9750         Pave         7            6           Gd         1998         CollgCr     
  1108       274725         23257        Pave         7            5           Gd         2006         Gilbert     
  200        274900         9591         Pave         8            5           Ex         2004         NridgHt     
  1424       274970         19690        Pave         6            7           Gd         1966         Edwards     
  427        275000         12800        Pave         7            5           Gd         1989         SawyerW     
  601        275000         10927        Pave         8            5           Ex         2005         NridgHt     
  721        275000         6563         Pave         8            5           Gd         1985         StoneBr     
  1319       275000         14781        Pave         8            5           Gd         2001         CollgCr     
  1406       275000         3842         Pave         8            5           Gd         2004         Crawfor     
  754        275500         10240        Pave         8            5           Ex         2005         NridgHt     
  262        276000         9588         Pave         8            5           Ex         2007         CollgCr     
  209        277000         14364        Pave         7            5           TA         1988         SawyerW     
  250        277000         159000       Pave         6            7           Gd         1958         ClearCr     
  1045       278000         9600         Pave         8            5           Gd         1981         NWAmes      
  1289       278000         5664         Pave         8            5           Ex         2000         StoneBr     
  360        280000         12011        Pave         8            5           Gd         1998         NoRidge     
  409        280000         14154        Pave         7            5           Gd         2006         NridgHt     
  452        280000         70761        Pave         7            5           Gd         1975         ClearCr     
  1110       280000         11362        Pave         8            5           Gd         2004         NridgHt     
  1290       281000         11065        Pave         8            5           Ex         2006         NridgHt     
  1396       281213         12665        Pave         8            5           Gd         2005         Timber      
  1404       282922         15256        Pave         8            5           Gd         2007         Somerst     
  1348       283463         15306        Pave         8            5           Gd         2006         Timber      
  333        284000         10655        Pave         8            5           Gd         2003         NridgHt     
  555        284000         10625        Pave         7            5           Gd         2003         NridgHt     
  684        285000         11248        Pave         9            5           Gd         2002         CollgCr     
  927        285000         11999        Pave         8            5           Ex         2003         NridgHt     
  1176       285000         10678        Pave         8            5           Gd         1992         NoRidge     
  190        286000         4923         Pave         8            5           Ex         2001         StoneBr     
  1025       287000         15498        Pave         8            6           Gd         1976         Timber      
  1038       287000         9240         Pave         8            5           Gd         2001         CollgCr     
  1452       287090         9262         Pave         8            5           Ex         2008         Somerst     
  504        289000         15602        Pave         7            8           TA         1959         Crawfor     
  227        290000         9950         Pave         7            5           Gd         1995         NoRidge     
  273        290000         11764        Pave         8            7           Gd         1999         NoRidge     
  760        290000         12257        Pave         8            5           Gd         1995         NoRidge     
  1210       290000         10182        Pave         8            5           Gd         2006         Somerst     
  1303       290000         10120        Pave         8            5           Gd         1994         NoRidge     
  1028       293077         9520         Pave         8            5           Gd         2007         Timber      
  1254       294000         17542        Pave         7            7           Gd         1974         Veenker     
  305        295000         18386        Pave         7            9           Gd         1880         OldTown     
  1317       295493         10226        Pave         8            5           Ex         2008         CollgCr     
  479        297000         10637        Pave         8            5           Gd         2007         CollgCr     
  746        299800         8963         Pave         8            9           Gd         1976         NWAmes      
  323        301000         10380        Pave         7            5           Gd         1986         SawyerW     
  1257       301500         14303        Pave         8            5           Gd         1994         NoRidge     
  707        302000         115149       Pave         7            5           Gd         1971         ClearCr     
  1313       302000         9572         Pave         8            5           Gd         1990         NoRidge     
  876        303477         9000         Pave         8            5           Ex         2007         Somerst     
  620        305000         12244        Pave         8            5           Gd         2003         Timber      
  306        305900         10386        Pave         8            5           Gd         2004         CollgCr     
  1033       310000         14541        Pave         8            7           Gd         1993         NoRidge     
  1443       310000         11003        Pave         10           5           Ex         2008         Somerst     
  219        311500         15660        Pave         7            9           Gd         1939         Crawfor     
  197        311872         9416         Pave         7            5           Ex         2007         Somerst     
  701        312500         14331        Pave         8            5           Gd         2002         Timber      
  611        313000         11050        Pave         9            5           Ex         2000         CollgCr     
  619        314813         11694        Pave         9            5           Gd         2007         NridgHt     
  191        315000         10570        Pave         8            8           Gd         1932         Crawfor     
  424        315000         9200         Pave         8            5           Gd         1998         NoRidge     
  541        315000         14601        Pave         9            5           Ex         2006         Timber      
  1360       315000         16737        Pave         9            5           Ex         2004         NridgHt     
  1037       315500         12898        Pave         9            5           Ex         2007         Timber      
  525        315750         11787        Pave         7            5           Gd         1996         NoRidge     
  569        316600         12327        Pave         8            8           Gd         1983         SawyerW     
  239        318000         12030        Pave         8            5           Gd         2007         NridgHt     
  1116       318000         12085        Pave         8            5           Ex         2007         NridgHt     
  351        318061         7820         Pave         9            5           Ex         2007         NridgHt     
  596        319000         11302        Pave         8            5           Gd         2005         StoneBr     
  119        320000         12376        Pave         7            5           Gd         1990         SawyerW     
  160        320000         19378        Pave         7            5           Gd         2005         Gilbert     
  725        320000         13286        Pave         9            5           Ex         2007         Edwards     
  933        320000         11670        Pave         9            5           Ex         2006         Somerst     
  327        324000         10846        Pave         8            5           Gd         1993         Veenker     
  567        325000         11198        Pave         9            5           Ex         2005         StoneBr     
  584        325000         13500        Pave         10           9           Gd         1893         OldTown     
  1106       325000         12256        Pave         8            5           Gd         1994         NoRidge     
  1306       325000         13173        Pave         9            5           Ex         2006         NridgHt     
  168        325624         10562        Pave         8            5           Ex         2007         NridgHt     
  481        326000         16033        Pave         9            5           Gd         2004         NridgHt     
  1066       328000         14000        Pave         7            5           Gd         1996         ClearCr     
  886        328900         5119         Pave         9            5           Gd         1999         Somerst     
  1314       333168         14774        Pave         9            5           Gd         1999         NoRidge     
  693        335000         26178        Pave         7            5           Gd         1989         Timber      
  1059       335000         11308        Pave         9            5           Ex         2008         NridgHt     
  1311       335000         17500        Pave         7            8           Ex         1959         Crawfor     
  982        336000         12203        Pave         8            5           Gd         1998         NoRidge     
  764        337000         9430         Pave         8            5           Gd         1999         NoRidge     
  995        337500         12456        Pave         10           5           Ex         2006         NridgHt     
  410        339750         10800        Pave         8            5           Ex         2007         Somerst     
  378        340000         11143        Pave         8            5           Gd         2004         Somerst     
  1418       340000         16545        Pave         8            5           Gd         1998         NoRidge     
  719        341000         10542        Pave         7            5           Gd         1993         NoRidge     
  321        342643         16259        Pave         9            5           Gd         2006         NridgHt     
  643        345000         13860        Pave         8            7           Ex         1972         NAmes       
  991        348000         9452         Pave         8            5           Gd         1997         NoRidge     
  655        350000         10437        Pave         8            6           Gd         1995         NoRidge     
  878        350000         8834         Pave         9            5           Ex         2004         NridgHt     
  322        354000         12099        Pave         8            5           Gd         2004         NridgHt     
  609        359100         12168        Pave         8            6           TA         1934         Crawfor     
  310        360000         12378        Pave         9            5           Ex         2003         NridgHt     
  703        361919         12438        Pave         8            5           Ex         2006         StoneBr     
  1229       367294         8769         Pave         9            5           Ex         2008         NridgHt     
  586        369900         11443        Pave         8            5           Gd         2005         Timber      
  645        370878         9187         Pave         9            5           Ex         2009         Somerst     
  152        372402         13891        Pave         8            5           Gd         2007         NridgHt     
  679        372500         11844        Pave         8            5           Gd         2008         StoneBr     
  482        374000         11846        Pave         9            5           Ex         2003         NridgHt     
  314        375000         215245       Pave         7            5           TA         1965         Timber      
  337        377426         14157        Pave         9            5           Gd         2005         StoneBr     
  1389       377500         14892        Pave         9            5           Ex         2006         Gilbert     
  1268       378500         13214        Pave         9            5           Ex         2008         Timber      
  478        380000         13693        Pave         9            5           Ex         2006         NridgHt     
  1269       381000         14100        Pave         8            9           Gd         1935         Crawfor     
  113        383970         9965         Pave         7            5           Ex         2007         CollgCr     
  826        385000         14803        Pave         10           5           Ex         2007         NridgHt     
  225        386250         13472        Pave         10           5           Ex         2003         NridgHt     
  689        392000         8089         Pave         8            6           Gd         2007         StoneBr     
  1182       392500         5587         Pave         8            5           Gd         2008         Crawfor     
  379        394432         11394        Pave         9            2           Ex         2010         StoneBr     
  1438       394617         12444        Pave         8            5           Ex         2008         NridgHt     
  775        395000         14226        Pave         8            5           Gd         2006         NridgHt     
  988        395192         10159        Pave         9            5           Ex         2009         NridgHt     
  662        402000         46589        Pave         8            7           Gd         1994         NoRidge     
  516        402861         12220        Pave         10           5           Ex         2009         NridgHt     
  232        403000         15138        Pave         8            5           Ex         1995         NoRidge     
  1354       410000         14720        Pave         8            5           Gd         1995         NoRidge     
  162        412500         13688        Pave         9            5           Ex         2003         NridgHt     
  279        415298         14450        Pave         9            5           Ex         2006         NridgHt     
  665        423000         20896        Pave         8            5           Ex         2005         Somerst     
  1143       424870         9965         Pave         8            5           Gd         2006         CollgCr     
  390        426000         12474        Pave         10           5           Ex         2007         NridgHt     
  497        430000         12692        Pave         8            5           Gd         1992         NoRidge     
  350        437154         20431        Pave         9            5           Ex         2005         NridgHt     
  474        440000         14977        Pave         8            5           Gd         2006         NridgHt     
  528        446261         14948        Pave         9            5           Ex         2008         NridgHt     
  592        451950         13478        Pave         10           5           Ex         2008         NridgHt     
  1244       465000         13891        Pave         10           5           Ex         2006         NridgHt     
  1374       466500         11400        Pave         10           5           Ex         2001         NoRidge     
  186        475000         22950        Pave         10           9           Ex         1892         OldTown     
  799        485000         13518        Pave         9            5           Ex         2008         NridgHt     
  179        501837         17423        Pave         9            5           Ex         2008         StoneBr     
  770        538000         53504        Pave         8            5           Ex         2003         StoneBr     
  441        555000         15431        Pave         10           5           Ex         2008         NridgHt     
  1047       556581         16056        Pave         9            5           Ex         2005         StoneBr     
  804        582933         13891        Pave         9            5           Ex         2008         NridgHt     
  899        611657         12919        Pave         9            5           Ex         2009         NridgHt     
  1170       625000         35760        Pave         10           5           Gd         1995         NoRidge     
  1183       745000         15623        Pave         10           5           Ex         1996         NoRidge     
  692        755000         21535        Pave         10           6           Ex         1994         NoRidge     
